id,name,chain,type,seat,location,menu items,rate
16679,HYPERION AVE TAVERN,TRUE,Restaurant,27,1,15,4.5
16680,LE FRENCH BUTCHER,FALSE,Restaurant,3,0,9,3
16681,PAPA JOHN'S PIZZA,TRUE,Pizza,5,0,9,3
16682,LENNY'S BAKERY,TRUE,Bakery,17,1,12,3
16683,LOS CANDILES NIGHT CLUB,FALSE,Restaurant,210,1,20,5
16684,NUMERO UNO PIZZA,TRUE,Pizza,114,1,20,4
16685,SUGAR DONUTS,FALSE,Fast Food,6,0,9,2.5
16686,STARBUCKS COFFEE #9228,TRUE,Cafe,4,0,9,4
16687,AMERICAN BUFFET & GRILL,FALSE,Restaurant,82,1,20,5
16688,AMDA MARKET,FALSE,Restaurant,25,1,15,4.5
16689,CATCH ONE (NORTH Pastry),FALSE,Pastry,35,1,9,3
16690,HOLLYWOOD DONUTS,FALSE,Fast Food,2,0,9,2.5
16691,INTNL HOUSE OF PANCAKES #003,FALSE,Restaurant,102,1,20,5
16692,CAFE NELA,FALSE,Restaurant,46,1,20,5
16693,PHAT BIRDS,FALSE,Restaurant,16,1,12,4
16694,MARISCOS YIYO RESTAURANT,TRUE,Restaurant,20,1,9,3
16695,THE THREE CLUB,FALSE,Restaurant,48,1,20,5
16696,QUSQO,FALSE,Restaurant,25,1,15,4.5
16697,LUXE LOUNGE Pastry,FALSE,Pastry,31,1,15,3
16698,LOUISIANA FRIED CHICKEN TACO,TRUE,Fast Food,9,0,9,2.5
16699,JOHNNIE'S NEW YORK PIZZERIA,FALSE,Restaurant,36,1,20,5
16700,SOUTHERN GIRLS DESSERTS,FALSE,Restaurant,12,0,9,3
16701,RITA'S ICE-CUSTARD-HAPPINESS,FALSE,Restaurant,18,1,12,4
16702,JIN JIANG CHINESE RESTAURANT,TRUE,Restaurant,171,1,20,5
16703,SPEARMINT RHINO,FALSE,Restaurant,147,1,20,5
16704,WINGSTOP,TRUE,Restaurant,24,1,15,4.5
16705,MON PETIT POULET,FALSE,Restaurant,19,1,12,4
16706,LA TAQUIZA,FALSE,Restaurant,107,1,20,5
16707,TBILISI & YEREVAN BAKERY,TRUE,Bakery,17,1,12,3
16708,CLARITA'S RESTAURANT,TRUE,Restaurant,24,1,15,4.5
16709,CHINA COAST,FALSE,Restaurant,8,0,9,3
16710,COURTYARD BY  MARRIOTT,FALSE,Restaurant,116,1,20,5
16711,KING THAI FOOD,TRUE,Restaurant,14,0,9,3
16712,NATHAN'S KOSHERLAND,FALSE,Restaurant,32,1,15,4.5
16713,GREEN HOUSE,TRUE,Restaurant,22,1,15,4.5
16714,MANDARIN KITCHEN,FALSE,Restaurant,18,1,12,4
16715,LA PLAYA RESTAURANT,TRUE,Restaurant,18,1,12,4
16716,EL TORITO CAFE,TRUE,Restaurant,9,0,9,3
16717,DONA BIBI'S RESTAURANT,TRUE,Restaurant,33,1,15,4.5
16718,JACK IN THE BOX #3214,TRUE,Restaurant,104,1,20,5
16719,HAMASAKU,FALSE,Restaurant,44,1,20,5
16720,SUN HA JANG,FALSE,Restaurant,41,1,20,5
16721,ECLIPSE,FALSE,Restaurant,27,1,15,4.5
16722,LE BLANC CAFE,FALSE,Restaurant,43,1,20,5
16723,TSUJITA LA RESTAURANT,TRUE,Restaurant,4,0,9,3
16724,LOUISIANA FRIED CHICKEN,TRUE,Restaurant,10,0,9,3
16725,RANCHITO JR #2,FALSE,Restaurant,36,1,20,5
16726,STAR BAKERY,TRUE,Bakery,17,1,12,3
16727,"GONZALEZ,RUIZ JOSE",FALSE,Restaurant,22,1,15,4.5
16728,THE SANDWICH JOINT,FALSE,Restaurant,27,1,15,4.5
16729,THE PELICAN BELIZEAN CUISINE,FALSE,Restaurant,26,1,15,4.5
16730,CARL'S JR #299,TRUE,Restaurant,161,1,20,5
16731,THE COFFEE TABLE EAGLE ROCK,TRUE,Cafe,77,1,20,5
16732,GOOD DAY DONUTS & CHINESE FO,FALSE,Fast Food,3,0,9,2.5
16733,QUICK E MART,FALSE,Restaurant,18,1,12,4
16734,GROUNDWORK COFFEE,TRUE,Cafe,29,1,15,5
16735,SAN JULIAN MEXICAN FOOD,TRUE,Restaurant,2,0,9,3
16736,MERRY-GO-ROUND SNACK Pastry,FALSE,Pastry,6,0,9,3
16737,DON QUIXOTE,FALSE,Restaurant,209,1,20,5
16738,MCDONALD'S #13788,TRUE,Restaurant,37,1,20,5
16739,VERNON BAKERY,TRUE,Bakery,22,1,15,3
16740,MILKFARM,TRUE,Restaurant,7,0,9,3
16741,WEINERSCHNITZEL,FALSE,Restaurant,28,1,15,4.5
16742,REGAL 14 CONCESSION UPPER,FALSE,Restaurant,25,1,15,4.5
16743,WING FACTORY,FALSE,Restaurant,9,0,9,3
16744,CAMPOS,FALSE,Restaurant,49,1,20,5
16745,SILVERCREST KITHCHEN,FALSE,Restaurant,36,1,20,5
16746,KELLY'S CAFE,FALSE,Restaurant,24,1,15,4.5
16747,BACKYARD BOWLS,TRUE,Restaurant,7,0,9,3
16748,EAGLE'S LODGE,FALSE,Restaurant,10,0,9,3
16749,MAIN SNACK SHOP,FALSE,Restaurant,25,1,15,4.5
16750,NHM GRILL-TRI MANA,FALSE,Restaurant,192,1,20,5
16751,TOSCANOVA,FALSE,Restaurant,166,1,20,5
16752,KING TACO #109,TRUE,Fast Food,19,1,12,2.5
16753,COCO FRESH TEA & JUICE,TRUE,Restaurant,11,0,9,3
16754,AMANDINE PATISSERIE CAFE DTLA,FALSE,Restaurant,17,1,12,4
16755,THE SECRET,FALSE,Restaurant,38,1,20,5
16756,LAO TAO STREET FOOD,TRUE,Restaurant,21,1,15,4.5
16757,RODA'S RESTAURANT,TRUE,Restaurant,27,1,15,4.5
16758,BRU'S COUNTER,FALSE,Restaurant,1,0,9,3
16759,CHICK-FIL-A @ UCLA IN-LINE,TRUE,Restaurant,146,1,20,5
16760,DOMINO'S PIZZA # 8173,TRUE,Pizza,3,0,9,3
16761,MR SUBMARINE,FALSE,Restaurant,20,1,9,3
16762,MO MO SUSHI,TRUE,Restaurant,47,1,20,5
16763,SUBWAY,TRUE,Fast Food,19,1,12,2.5
16764,FOSTER FREEZE,FALSE,Restaurant,11,0,9,3
16765,FRED  JORDAN MISSION,FALSE,Restaurant,116,1,20,5
16766,PHAT DADDY'S,FALSE,Restaurant,5,0,9,3
16767,ROTARY HOUSE,FALSE,Restaurant,38,1,20,5
16768,PA 2014 ENTERTAINMENT INC,FALSE,Restaurant,88,1,20,5
16769,WAYBACK BURGER'S,FALSE,Fast Food,32,1,15,3.5
16770,CARL'S JR #212,TRUE,Restaurant,106,1,20,5
16771,HONG KONG BOWL,TRUE,Restaurant,11,0,9,3
16772,NATURE'S HOTLINE NATURAL SOUL FOOD CAFE,TRUE,Restaurant,49,1,20,5
16773,MCDONALD'S #24695,TRUE,Fast Food,123,1,20,3.5
16774,LOS ORIENTALES MEXICAN FOOD,TRUE,Restaurant,19,1,12,4
16775,HEYRI COFFEE,FALSE,Cafe,121,1,20,3
16776,MORRISON HEALTH CARE,FALSE,Restaurant,114,1,20,5
16777,BELASCO Pastry#2,FALSE,Pastry,20,1,9,3
16778,PIZZA MAYVEN,FALSE,Pizza,40,1,20,4
16779,TACO BELL # 28707,TRUE,Fast Food,110,1,20,3.5
16780,MCDONALD'S,TRUE,Fast Food,78,1,20,3.5
16781,HOP WOO BBQ RESTAURANT,TRUE,Restaurant,89,1,20,5
16782,REYNAS PUPUSERIA,FALSE,Restaurant,25,1,15,4.5
16783,SAINSBURY MARKET,FALSE,Restaurant,10,0,9,3
16784,SALAD FARM,FALSE,Restaurant,31,1,15,4.5
16785,MEL'S FISH EXPRESS,FALSE,Fast Food,29,1,15,3.5
16786,PANDA EXPRESS #1064,TRUE,Fast Food,43,1,20,3.5
16787,LE CAFE BONJOUR,TRUE,Restaurant,5,0,9,3
16788,LA CHIQUITA MARKET,TRUE,Restaurant,25,1,15,4.5
16789,SMITH & COHEN,FALSE,Restaurant,208,1,20,5
16790,LOS ANGELES CHINESE FAST FOOD,TRUE,Restaurant,41,1,20,5
16791,GUATEPAN BAKERY,TRUE,Bakery,22,1,15,3
16792,MCDONALD'S # 11157,TRUE,Fast Food,138,1,20,3.5
16793,PAN AMERICAN RESTAURANT,TRUE,Restaurant,79,1,20,5
16794,CALIFORNIA SUSHI & TARIYAKI,FALSE,Restaurant,14,0,9,3
16795,PIZZA HUT #026176,TRUE,Pizza,6,0,9,3
16796,POKE BY HAWAII,FALSE,Restaurant,32,1,15,4.5
16797,SANTA RITA JALISCO,FALSE,Restaurant,3,0,9,3
16798,SUBWAY,TRUE,Fast Food,25,1,15,3.5
16799,VIRGIL RESTAURANT,TRUE,Restaurant,39,1,20,5
16800,FIELD'S Pastry,FALSE,Pastry,35,1,9,3
16801,EARLES RESTAURANT,TRUE,Restaurant,10,0,9,3
16802,LA SURENITA BAKERY,TRUE,Bakery,27,1,15,3
16803,JERSEY MIKE'S SUBS,TRUE,Restaurant,23,1,15,4.5
16804,VGTA,FALSE,Restaurant,21,1,15,4.5
16805,J T PLACE,FALSE,Restaurant,4,0,9,3
16806,J J DELI,TRUE,Restaurant,15,0,9,3
16807,BAHIA TROPICAL,FALSE,Restaurant,6,0,9,3
16808,PANDA GARDEN,TRUE,Restaurant,27,1,15,4.5
16809,SUN DONUT,FALSE,Fast Food,19,1,12,2.5
16810,THAI DAILY B B Q,FALSE,Restaurant,26,1,15,4.5
16811,LITTLE CAESAR'S,TRUE,Restaurant,7,0,9,3
16812,LOS REYES NATURAL FRUIT DRINK,TRUE,Restaurant,15,0,9,3
16813,EL SUPER,FALSE,Restaurant,8,0,9,3
16814,NORTH END PIZZARIA,FALSE,Pizza,31,1,15,4
16815,PAILIN THAI CUISINE,FALSE,Restaurant,27,1,15,4.5
16816,PULGARCITO SPORT Pastry,FALSE,Pastry,34,1,15,3
16817,YAKINIKU GRILL,FALSE,Restaurant,29,1,15,4.5
16818,RODEO ROOM,FALSE,Restaurant,43,1,20,5
16819,MONTE ALBAN,FALSE,Restaurant,47,1,20,5
16820,LUCKY RICECAKE,FALSE,Restaurant,25,1,15,4.5
16821,MARKET RESTAURANT @ LA MART,TRUE,Restaurant,1,0,9,3
16822,90 WEST LOUNGE,FALSE,Restaurant,11,0,9,3
16823,TRINNIE'S BUBBLE TEA,FALSE,Restaurant,17,1,12,4
16824,BALDOMERO'S #2,FALSE,Restaurant,43,1,20,5
16825,SOY JAPANESE GRILL & ROLL,FALSE,Restaurant,25,1,15,4.5
16826,SIMPLETHINGS,FALSE,Restaurant,1,0,9,3
16827,NAPOLEON & JOSEPHINE INC.,FALSE,Restaurant,37,1,20,5
16828,APOLLONIA'S PIZZERIA,FALSE,Restaurant,23,1,15,4.5
16829,CHARLEY'S GRILLED SUBS,TRUE,Restaurant,44,1,20,5
16830,LA FAVORITA BAKERY-WHITTIER,TRUE,Bakery,10,0,9,3
16831,THE CONTINENTAL CLUB,FALSE,Restaurant,117,1,20,5
16832,RABBIT CREW,FALSE,Restaurant,5,0,9,3
16833,BOARD HOUSE COFFEE,FALSE,Cafe,21,1,15,3
16834,SANDBOX,FALSE,Restaurant,130,1,20,5
16835,TWIST,FALSE,Restaurant,37,1,20,5
16836,CHINA BOWL EXPRESS FRIED CHICKEN,TRUE,Fast Food,27,1,15,3.5
16837,BLU ELEFANT,FALSE,Restaurant,6,0,9,3
16838,JOHNNY'S Pastry,FALSE,Pastry,8,0,9,3
16839,1 STREET POOL&BILLARD PARLOR,FALSE,Restaurant,9,0,9,3
16840,YOUNG'S SNACK SHOP,FALSE,Restaurant,14,0,9,3
16841,COCO FRESH TEA & JUICE,TRUE,Restaurant,16,1,12,4
16842,TAMS BURGER #20,FALSE,Fast Food,33,1,15,3.5
16843,THE FLAME BROILER STORAGE,TRUE,Restaurant,26,1,15,4.5
16844,AFC SUSHI @ RALPH'S # 294,FALSE,Restaurant,26,1,15,4.5
16845,AUNTIE ANNE'S,TRUE,Restaurant,14,0,9,3
16846,KIMURO,FALSE,Restaurant,43,1,20,5
16847,LA TROPEZINNE BAKERY,TRUE,Bakery,8,0,9,3
16848,ARMENIA RESTAURANT,TRUE,Restaurant,42,1,20,5
16849,PASEO SAN MIGUEL RESTAURANT,TRUE,Restaurant,10,0,9,3
16850,SPOKE BICYCLE CAFE,FALSE,Restaurant,21,1,15,4.5
16851,USA DONUTS & CROISSANTS,FALSE,Fast Food,15,0,9,2.5
16852,STARBUCKS COFFEE #9233,TRUE,Cafe,15,0,9,4
16853,MY 2 CENTS LA,FALSE,Restaurant,10,0,9,3
16854,I LOVE BOBA,TRUE,Restaurant,3,0,9,3
16855,LA FLOR DE SAHUAYO,FALSE,Restaurant,17,1,12,4
16856,WANDERLUST CREAMERY,FALSE,Restaurant,29,1,15,4.5
16857,PIZZA REV,TRUE,Pizza,34,1,15,4
16858,LOS GUERITOS #2,FALSE,Restaurant,26,1,15,4.5
16859,THE VEGAN JOINT,TRUE,Restaurant,44,1,20,5
16860,BAJA FRESH,TRUE,Restaurant,32,1,15,4.5
16861,RIGO TACOS MEXICAN AUTH FOOD,TRUE,Fast Food,16,1,12,2.5
16862,KRISPY KRUNCHY CHICKEN,TRUE,Restaurant,27,1,15,4.5
16863,LA FRESA LOCA,FALSE,Restaurant,21,1,15,4.5
16864,LA PIZZA LOCA #7,FALSE,Pizza,29,1,15,4
16865,RALLY'S HAMBURGERS #4131,FALSE,Fast Food,8,0,9,2.5
16866,DEL CID M.M. & R,FALSE,Restaurant,8,0,9,3
16867,LOS CINCO PUNTOS DELI,TRUE,Restaurant,26,1,15,4.5
16868,PastryDONNA,TRUE,Pastry,28,1,15,3
16869,BURGER PALACE #2,FALSE,Fast Food,49,1,20,3.5
16870,WINCHELL'S DONUTS #9103,FALSE,Fast Food,29,1,15,3.5
16871,ZWONNY KITCHEN INC,FALSE,Restaurant,35,1,9,3
16872,ME GUSTA GOURMET TAMALES,TRUE,Restaurant,4,0,9,3
16873,ONKEI RAMEN,FALSE,Restaurant,41,1,20,5
16874,NO VACANCY,FALSE,Restaurant,89,1,20,5
16875,SCORPION,FALSE,Restaurant,38,1,20,5
16876,HOLLYWOOD HOOKAH LOUNGE,FALSE,Restaurant,81,1,20,5
16877,BOULEVARD 3,FALSE,Restaurant,229,1,20,5
16878,WARWICK,FALSE,Restaurant,71,1,20,5
16879,CEMITAS POBLANAS MI MAGDALENA,FALSE,Restaurant,32,1,15,4.5
16880,LOUIE'S OF MAR VISTA,FALSE,Restaurant,108,1,20,5
16881,JACK IN THE BOX #250,TRUE,Restaurant,38,1,20,5
16882,BROWNSTONE BISTRO,FALSE,Restaurant,139,1,20,5
16883,MAMA'S INTERNATIONAL TAMALES,FALSE,Restaurant,48,1,20,5
16884,BYBLOS,FALSE,Restaurant,155,1,20,5
16885,PIT FIRE PIZZA,FALSE,Pizza,86,1,20,4
16886,COSTA ALEGRE,FALSE,Restaurant,31,1,15,4.5
16887,TUCAN FRUITS BOTANAS Y MARISCOS RESTAURANT,TRUE,Restaurant,2,0,9,3
16888,DULCE ALAMEDA,FALSE,Restaurant,10,0,9,3
16889,GUS'S WORLD FAMOUS FRIED CHICKEN,FALSE,Restaurant,67,1,20,5
16890,LA FAMOSITA,FALSE,Restaurant,28,1,15,4.5
16891,EL OAXAQUENO BAKERY,TRUE,Bakery,14,0,9,3
16892,MASTER BURGER,TRUE,Fast Food,11,0,9,2.5
16893,WHOLE FOODS MARKET,TRUE,Restaurant,17,1,12,4
16894,SUBWAY #45649,TRUE,Fast Food,13,0,9,2.5
16895,BURGER KING 13511,TRUE,Fast Food,48,1,20,3.5
16896,ANGRY CHICKEN,FALSE,Restaurant,11,0,9,3
16897,EL PARAISO BAKERY,TRUE,Bakery,26,1,15,3
16898,SMOKE POUTINERIE,FALSE,Restaurant,5,0,9,3
16899,SIB SONG THAI RESTAURANT,TRUE,Restaurant,40,1,20,5
16900,SALSITA PICANTE,FALSE,Restaurant,32,1,15,4.5
16901,DIDDY RIESE,FALSE,Restaurant,24,1,15,4.5
16902,PAIK'S F & B,FALSE,Restaurant,40,1,20,5
16903,MOM'S TAMALES,TRUE,Restaurant,39,1,20,5
16904,RALPHS MARKET #759,TRUE,Restaurant,13,0,9,3
16905,KASHIRA SUSHI AND RAMEN Pastry,FALSE,Pastry,95,1,20,3
16906,NUMERO UNO PIZZA,TRUE,Pizza,42,1,20,4
16907,DON DON LEE,FALSE,Restaurant,4,0,9,3
16908,EL POLLO LOCO,TRUE,Restaurant,39,1,20,5
16909,COFFEE COLAB,FALSE,Cafe,5,0,9,3
16910,NEW SEOUL COFFEE SHOP,FALSE,Cafe,48,1,20,3
16911,GOLDEN LOTUS,FALSE,Restaurant,47,1,20,5
16912,326 BEER AND WINE,FALSE,Restaurant,17,1,12,4
16913,PastryDONNA,TRUE,Pastry,1,0,9,3
16914,OHM NIGHT CLUB,FALSE,Restaurant,188,1,20,5
16915,BUTTERSCOTCH  RESTAURANT,TRUE,Restaurant,96,1,20,5
16916,HONG KONG BBQ RESTAURANT,TRUE,Restaurant,92,1,20,5
16917,ELECTRIC OWL,FALSE,Restaurant,91,1,20,5
16918,PAN BAKERY,TRUE,Bakery,29,1,15,3
16919,WAI POKE,FALSE,Restaurant,10,0,9,3
16920,TIO PEPE RESTAURANT,TRUE,Restaurant,38,1,20,5
16921,BONAPIO COOKBANG,FALSE,Restaurant,24,1,15,4.5
16922,WINGSTOP #672,TRUE,Restaurant,8,0,9,3
16923,TACO VAQUERO,FALSE,Fast Food,18,1,12,2.5
16924,HI- HAT 5043,FALSE,Restaurant,189,1,20,5
16925,MCDONALD'S # 1304,TRUE,Fast Food,67,1,20,3.5
16926,CITIES  RESTUARNT,FALSE,Restaurant,130,1,20,5
16927,NEW HOP LI SEAFOOD RESTAURANT,TRUE,Restaurant,143,1,20,5
16928,CHONGS MEAT AND FISH MARKET,FALSE,Restaurant,2,0,9,3
16929,MO BETTER BURGERS,FALSE,Fast Food,25,1,15,3.5
16930,LA LUZ DEL DIA,FALSE,Restaurant,71,1,20,5
16931,PECORINO,FALSE,Restaurant,41,1,20,5
16932,GRINDER,FALSE,Restaurant,118,1,20,5
16933,CRAVINGS,TRUE,Restaurant,36,1,20,5
16934,JACK IN THE BOX # 370,TRUE,Restaurant,91,1,20,5
16935,GOURMET COFFEE HOUSE,FALSE,Cafe,10,0,9,3
16936,JOEY'S RESTAURANT,TRUE,Restaurant,11,0,9,3
16937,EL CHUBASCO,FALSE,Restaurant,44,1,20,5
16938,EXCHANGE L.A.,FALSE,Restaurant,195,1,20,5
16939,I- PIZZA TUMBY'S INC,FALSE,Pizza,29,1,15,4
16940,DINA'S CAFE,FALSE,Restaurant,15,0,9,3
16941,RED ONION,FALSE,Restaurant,159,1,20,5
16942,ARTISAN HOUSE - DELI,TRUE,Restaurant,118,1,20,5
16943,TRIMANA,TRUE,Restaurant,36,1,20,5
16944,BISTRO ON THE BOULEVARD,FALSE,Restaurant,48,1,20,5
16945,BON APPETTIT DELI & CAFE,TRUE,Restaurant,13,0,9,3
16946,EL GALLITO RESTAURANTE,TRUE,Restaurant,14,0,9,3
16947,SPOON AND CHOPSTICKS,FALSE,Restaurant,46,1,20,5
16948,LA NUEVA FUENTE SEAFOOD,TRUE,Restaurant,28,1,15,4.5
16949,LA NUEVA FUENTE,FALSE,Restaurant,4,0,9,3
16950,MONTE CARLO,FALSE,Restaurant,10,0,9,3
16951,KINGS DONUTS & CROISSANTS,FALSE,Fast Food,6,0,9,2.5
16952,FREEZING SUMMER,FALSE,Restaurant,20,1,9,3
16953,COFFEE CONNECTION,FALSE,Cafe,42,1,20,3
16954,ZAMORA BROS. MEAT MARKET,FALSE,Restaurant,11,0,9,3
16955,MAGGIES DONUTS,FALSE,Fast Food,17,1,12,2.5
16956,SUGAR FACTORY CONCESSION & CANDY STORE,FALSE,Restaurant,5,0,9,3
16957,PURE PRESSED JUICE,FALSE,Restaurant,24,1,15,4.5
16958,"GYB LA, LLC",FALSE,Restaurant,227,1,20,5
16959,SALVATION ARMY - PREP KITCHEN,TRUE,Restaurant,32,1,15,4.5
16960,SUNLAKE BBQ DIMSUM,FALSE,Restaurant,12,0,9,3
16961,TACOS EL GAVILAN,TRUE,Fast Food,114,1,20,3.5
16962,HEAVENLY CAKE CREATIONS,FALSE,Restaurant,14,0,9,3
16963,WA SSADA ON DAL JAPANESE RES,FALSE,Restaurant,42,1,20,5
16964,STARBUCKS COFFEE #13397,TRUE,Cafe,36,1,20,5
16965,CAMPERS CORNER Pastry,FALSE,Pastry,33,1,15,3
16966,NAVARRO'S RESTAURANT,TRUE,Restaurant,29,1,15,4.5
16967,DIANA SNACK SHOP,FALSE,Restaurant,6,0,9,3
16968,JULIA'S ANTOJITOS #2,FALSE,Restaurant,7,0,9,3
16969,THE BOILING CRAB (TAKE OUT),FALSE,Restaurant,6,0,9,3
16970,NAZARIAN PAVILLION DOHENY,FALSE,Restaurant,16,1,12,4
16971,CHINA KITCHEN,FALSE,Restaurant,20,1,9,3
16972,EL RINCON DE LOS SABORES,TRUE,Restaurant,5,0,9,3
16973,PLAZA FISH MARKET,FALSE,Restaurant,16,1,12,4
16974,EL REY DEL ELOTE,FALSE,Restaurant,6,0,9,3
16975,JIMMY JOHN'S,TRUE,Restaurant,39,1,20,5
16976,CHASHU RAMEN & BOWL,FALSE,Restaurant,110,1,20,5
16977,LAS PALMITAS FRUIT #5,FALSE,Restaurant,24,1,15,4.5
16978,Noon Cafe,TRUE,Cafe,6,0,9,4
16979,EL METAPANECO,FALSE,Restaurant,9,0,9,3
16980,PLAYA DORADA,FALSE,Restaurant,29,1,15,4.5
16981,THIEN HUONG RESTAURANT,TRUE,Restaurant,17,1,12,4
16982,CENTURY DRAGON,FALSE,Restaurant,25,1,15,4.5
16983,SUBWAY SANDWICHES,TRUE,Fast Food,17,1,12,2.5
16984,KIM BAP PARADISE,FALSE,Restaurant,9,0,9,3
16985,PADRE @ DTLA,FALSE,Restaurant,42,1,20,5
16986,BASKIN ROBBINS,TRUE,Restaurant,24,1,15,4.5
16987,LAS CHAMPITAS USA FOOD SERVICES,TRUE,Restaurant,34,1,15,4.5
16988,FISH TACO XPRESS,FALSE,Fast Food,21,1,15,3.5
16989,HNDLGO,FALSE,Restaurant,27,1,15,4.5
16990,AQUE TACOS LEONOR,FALSE,Fast Food,37,1,20,3.5
16991,PANADERIA LOS REYES,FALSE,Restaurant,27,1,15,4.5
16992,JACK IN THE BOX # 286,TRUE,Restaurant,42,1,20,5
16993,TEPECHI RESTAURANT,TRUE,Restaurant,17,1,12,4
16994,HOMESTYLE DONUTS,FALSE,Fast Food,10,0,9,2.5
16995,OLYMPIC BURGER,TRUE,Fast Food,15,0,9,2.5
16996,KONY PIZZERIA PUB,FALSE,Restaurant,148,1,20,5
16997,BOTTLE FISH,FALSE,Restaurant,106,1,20,5
16998,EL QUETZAL PANADERIA,FALSE,Restaurant,20,1,9,3
16999,SNACK STOP,FALSE,Restaurant,5,0,9,3
17000,BILGEWATER BREW CAFE,FALSE,Restaurant,8,0,9,3
17001,LA PERLA BAKERY,TRUE,Bakery,20,1,9,3
17002,GUCKENHEIMER,FALSE,Restaurant,32,1,15,4.5
17003,AROMA RESTAURANT,TRUE,Restaurant,46,1,20,5
17004,STARBUCKS COFFEE #17989,TRUE,Cafe,45,1,20,5
17005,AVENUE NIGHTCLUB LOS ANGELES,FALSE,Restaurant,198,1,20,5
17006,LAS MOLENDERAS,FALSE,Restaurant,12,0,9,3
17007,ZAPOTEC ORGANIC COFFEE,FALSE,Cafe,5,0,9,3
17008,THE MAIN COURSE SINCE 1982,FALSE,Restaurant,17,1,12,4
17009,FOOD 4 LESS #309,TRUE,Restaurant,27,1,15,4.5
17010,MICHOACAN ICE CREAM,FALSE,Restaurant,28,1,15,4.5
17011,GOODWILL SOUTHERN CAL,FALSE,Restaurant,165,1,20,5
17012,NIZAM INDIAN CUISINE,TRUE,Restaurant,42,1,20,5
17013,TAQUERIA LA CHISPITA,FALSE,Restaurant,29,1,15,4.5
17014,THE ASSOCIATION,FALSE,Restaurant,73,1,20,5
17015,YOSHINOYA # 4124,TRUE,Restaurant,45,1,20,5
17016,MARCELINO'S CAFE,FALSE,Restaurant,41,1,20,5
17017,SOFI,FALSE,Restaurant,138,1,20,5
17018,EL RINCONSITO JUTIAPENSE,FALSE,Restaurant,34,1,15,4.5
17019,LITTLE CAESARS,TRUE,Restaurant,1,0,9,3
17020,AMMO AT THE HAMMER,FALSE,Restaurant,33,1,15,4.5
17021,"SIMPLE DELICIOUS, A CREOLE SOUTHERN CUSINE",TRUE,Restaurant,21,1,15,4.5
17022,EL HUITLACOCHE RESTAURANT,TRUE,Restaurant,23,1,15,4.5
17023,TANINO,FALSE,Restaurant,207,1,20,5
17024,FIDDLERS BISTRO,FALSE,Restaurant,130,1,20,5
17025,THE LITTLE NEXT DOOR,FALSE,Restaurant,64,1,20,5
17026,PALOMINO #49,FALSE,Restaurant,163,1,20,5
17027,"ALL-STAR PIZZA 8, LLC",FALSE,Pizza,9,0,9,3
17028,GRILLED FRAICHE,FALSE,Restaurant,7,0,9,3
17029,THE IRISH TIMES,FALSE,Restaurant,65,1,20,5
17030,SA RIT GOL,FALSE,Restaurant,3,0,9,3
17031,SOUND NIGHTCLUB,FALSE,Restaurant,71,1,20,5
17032,GUSTO,TRUE,Restaurant,31,1,15,4.5
17033,GLORIA'S CAFE,FALSE,Restaurant,40,1,20,5
17034,CHINA BOWL INC,FALSE,Restaurant,26,1,15,4.5
17035,BAMBOO RESTAURANT,TRUE,Restaurant,102,1,20,5
17036,LA CHINA POBLANA,FALSE,Restaurant,37,1,20,5
17037,SECRET IZT,TRUE,Restaurant,145,1,20,5
17038,LOS COCOS RESTAURANT,TRUE,Restaurant,22,1,15,4.5
17039,CLEO,TRUE,Restaurant,128,1,20,5
17040,LETTE MACARONS,FALSE,Restaurant,21,1,15,4.5
17041,KOH CAFE'S 84,FALSE,Restaurant,188,1,20,5
17042,ELYSIAN RESTAURANT,TRUE,Restaurant,33,1,15,4.5
17043,STARBUCKS  @ USC,TRUE,Cafe,17,1,12,4
17044,JEMP'S SANCK Pastry,FALSE,Pastry,9,0,9,3
17045,BASKIN ROBBINS 31 FLAVORS,TRUE,Restaurant,21,1,15,4.5
17046,JACKSON'S Pastry,FALSE,Pastry,5,0,9,3
17047,EL CHAFLAN JR NIGHT CLUB,FALSE,Restaurant,68,1,20,5
17048,BLACK,FALSE,Restaurant,39,1,20,5
17049,GLAZE DONUTS,FALSE,Fast Food,17,1,12,2.5
17050,MAN SOO DEUNG SIM,FALSE,Restaurant,164,1,20,5
17051,DOWNTOWN SALAD PLACE,FALSE,Restaurant,19,1,12,4
17052,FIX CAFE,TRUE,Restaurant,23,1,15,4.5
17053,TSUBAKI,FALSE,Restaurant,16,1,12,4
17054,KUNG FU TEA,FALSE,Restaurant,27,1,15,4.5
17055,DRAGON WOK,FALSE,Restaurant,7,0,9,3
17056,NATURA SPORTS HEALTH CLUB,FALSE,Restaurant,47,1,20,5
17057,DAILY DONUT,TRUE,Fast Food,16,1,12,2.5
17058,LA CAFE,TRUE,Restaurant,21,1,15,4.5
17059,PANDA EXPRESS #2348,TRUE,Fast Food,32,1,15,3.5
17060,NIXON,FALSE,Restaurant,96,1,20,5
17061,LA CAFE,TRUE,Restaurant,18,1,12,4
17062,NAZOHS BAKERY & COFFEE SHOP,TRUE,Cafe,16,1,12,4
17063,CARL'S JR,TRUE,Restaurant,43,1,20,5
17064,DALMAJI,FALSE,Restaurant,106,1,20,5
17065,BOBA TIME,TRUE,Restaurant,8,0,9,3
17066,VINE STREET DELI & CAFE,TRUE,Restaurant,3,0,9,3
